Date,thickness,January_thickness,October_thickness,April_thickness
2010-11-15,1.25673,null,null,null
2010-12-15,1.29442,null,null,null
2011-01-15,1.49761,1.49761,null,null
2011-02-15,1.6688,null,null,null
2011-03-15,1.82956,null,null,null
2011-04-15,1.87972,null,null,1.87972
2011-10-15,null,null,null,null
2011-10-15,0.914547,null,0.914547,null
2011-11-15,1.12503,null,null,null
2011-12-15,1.23963,null,null,null
2012-01-15,1.45183,1.45183,null,null
2012-02-15,1.60396,null,null,null
2012-03-15,1.73312,null,null,null
2012-04-15,1.80498,null,null,1.80498
2012-10-15,null,null,null,null
2012-10-15,1.02865,null,1.02865,null
2012-11-15,1.16272,null,null,null
2012-12-15,1.27082,null,null,null
2013-01-15,1.39255,1.39255,null,null
2013-02-15,1.48798,null,null,null
2013-03-15,1.69855,null,null,null
2013-04-15,1.76549,null,null,1.76549
2013-10-15,null,null,null,null
2013-10-15,1.26616,null,1.26616,null
2013-11-15,1.41001,null,null,null
2013-12-15,1.48398,null,null,null
2014-01-15,1.66798,1.66798,null,null
2014-02-15,1.78164,null,null,null
2014-03-15,1.90631,null,null,null
2014-04-15,1.95832,null,null,1.95832
2014-10-15,null,null,null,null
2014-10-15,1.15815,null,1.15815,null
2014-11-15,1.32751,null,null,null
2014-12-15,1.44738,null,null,null
2015-01-15,1.59901,1.59901,null,null
2015-02-15,1.73188,null,null,null
2015-03-15,1.89736,null,null,null
2015-04-15,2.04907,null,null,2.04907
2015-10-15,null,null,null,null
2015-10-15,1.05682,null,1.05682,null
2015-11-15,1.27885,null,null,null
2015-12-15,1.37263,null,null,null
2016-01-15,1.4663,1.4663,null,null
2016-02-15,1.68764,null,null,null
2016-03-15,1.78604,null,null,null
2016-04-15,1.83919,null,null,1.83919
2016-10-15,null,null,null,null
2016-10-15,1.13594,null,1.13594,null
2016-11-15,1.24593,null,null,null
2016-12-15,1.36046,null,null,null
2017-01-15,1.54149,1.54149,null,null
2017-02-15,1.63844,null,null,null
2017-03-15,1.7882,null,null,null
2017-04-15,1.83206,null,null,1.83206
2017-10-15,null,null,null,null
2017-10-15,1.20343,null,1.20343,null
2017-11-15,1.31101,null,null,null
2017-12-15,1.39691,null,null,null
2018-01-15,1.52577,1.52577,null,null
2018-02-15,1.65562,null,null,null
2018-03-15,1.76287,null,null,null
2018-04-15,1.84069,null,null,1.84069
2018-10-15,null,null,null,null
2018-10-15,1.29239,null,1.29239,null
2018-11-15,1.38468,null,null,null
2018-12-15,1.43179,null,null,null
2019-01-15,1.49534,1.49534,null,null
2019-02-15,1.6489,null,null,null
2019-03-15,1.82605,null,null,null
2019-04-15,1.94715,null,null,1.94715
2019-10-15,null,null,null,null
2019-10-15,1.16071,null,1.16071,null
2019-11-15,1.25477,null,null,null
2019-12-15,1.27577,null,null,null
2020-01-15,1.4018,1.4018,null,null
2020-02-15,1.55572,null,null,null
2020-03-15,1.7544,null,null,null
2020-04-15,1.92709,null,null,1.92709
2020-10-15,null,null,null,null
2020-10-15,1.01861,null,1.01861,null
2020-11-15,1.13701,null,null,null
2020-12-15,1.28078,null,null,null
2021-01-15,1.39619,1.39619,null,null
2021-02-15,1.52145,null,null,null
2021-03-15,1.68069,null,null,null
2021-04-15,1.75955,null,null,1.75955
2021-10-15,null,null,null,null
2021-10-15,1.08303,null,1.08303,null
2021-11-15,1.26475,null,null,null
2021-12-15,1.35464,null,null,null
2022-01-15,1.5128,1.5128,null,null
2022-02-15,1.64647,null,null,null
2022-03-15,1.83569,null,null,null
2022-04-15,1.8754,null,null,1.8754
2022-10-15,null,null,null,null
2022-10-15,1.02536,null,1.02536,null
2022-11-15,1.22897,null,null,null
2022-12-15,1.39166,null,null,null
2023-01-15,1.51248,1.51248,null,null
2023-02-15,1.61682,null,null,null
2023-03-15,1.77298,null,null,null
2023-04-15,1.82942,null,null,1.82942
2023-10-15,null,null,null,null
2023-10-15,1.01784,null,1.01784,null
