Date,thickness,January_thickness,October_thickness,April_thickness
2010-11-15,1.38179,null,null,null
2010-12-15,1.48265,null,null,null
2011-01-15,1.71263,1.71263,null,null
2011-02-15,1.93589,null,null,null
2011-03-15,2.19201,null,null,null
2011-04-15,2.32365,null,null,2.32365
2011-10-15,null,null,null,null
2011-10-15,0.927574,null,0.927574,null
2011-11-15,1.25957,null,null,null
2011-12-15,1.44716,null,null,null
2012-01-15,1.70169,1.70169,null,null
2012-02-15,1.84175,null,null,null
2012-03-15,2.13549,null,null,null
2012-04-15,2.32473,null,null,2.32473
2012-10-15,null,null,null,null
2012-10-15,1.09482,null,1.09482,null
2012-11-15,1.4544,null,null,null
2012-12-15,1.59702,null,null,null
2013-01-15,1.78674,1.78674,null,null
2013-02-15,1.85307,null,null,null
2013-03-15,2.1677,null,null,null
2013-04-15,2.23589,null,null,2.23589
2013-10-15,null,null,null,null
2013-10-15,1.54671,null,1.54671,null
2013-11-15,1.8109,null,null,null
2013-12-15,2.01404,null,null,null
2014-01-15,2.18364,2.18364,null,null
2014-02-15,2.4493,null,null,null
2014-03-15,2.645,null,null,null
2014-04-15,2.60035,null,null,2.60035
2014-10-15,null,null,null,null
2014-10-15,1.30759,null,1.30759,null
2014-11-15,1.68904,null,null,null
2014-12-15,1.83071,null,null,null
2015-01-15,2.02925,2.02925,null,null
2015-02-15,2.23604,null,null,null
2015-03-15,2.43752,null,null,null
2015-04-15,2.5533,null,null,2.5533
2015-10-15,null,null,null,null
2015-10-15,1.16996,null,1.16996,null
2015-11-15,1.57089,null,null,null
2015-12-15,1.68584,null,null,null
2016-01-15,1.78766,1.78766,null,null
2016-02-15,1.95084,null,null,null
2016-03-15,2.12365,null,null,null
2016-04-15,2.17253,null,null,2.17253
2016-10-15,null,null,null,null
2016-10-15,1.10917,null,1.10917,null
2016-11-15,1.31038,null,null,null
2016-12-15,1.51413,null,null,null
2017-01-15,1.7737,1.7737,null,null
2017-02-15,1.90796,null,null,null
2017-03-15,2.15821,null,null,null
2017-04-15,2.25297,null,null,2.25297
2017-10-15,null,null,null,null
2017-10-15,1.26948,null,1.26948,null
2017-11-15,1.55828,null,null,null
2017-12-15,1.69016,null,null,null
2018-01-15,1.83956,1.83956,null,null
2018-02-15,2.05813,null,null,null
2018-03-15,2.21,null,null,null
2018-04-15,2.2849,null,null,2.2849
2018-10-15,null,null,null,null
2018-10-15,1.29542,null,1.29542,null
2018-11-15,1.61311,null,null,null
2018-12-15,1.75578,null,null,null
2019-01-15,1.81879,1.81879,null,null
2019-02-15,2.0278,null,null,null
2019-03-15,2.29988,null,null,null
2019-04-15,2.44298,null,null,2.44298
2019-10-15,null,null,null,null
2019-10-15,1.32924,null,1.32924,null
2019-11-15,1.56948,null,null,null
2019-12-15,1.68903,null,null,null
2020-01-15,1.75811,1.75811,null,null
2020-02-15,1.89658,null,null,null
2020-03-15,2.14962,null,null,null
2020-04-15,2.35187,null,null,2.35187
2020-10-15,null,null,null,null
2020-10-15,1.06014,null,1.06014,null
2020-11-15,1.36461,null,null,null
2020-12-15,1.56328,null,null,null
2021-01-15,1.64566,1.64566,null,null
2021-02-15,1.7609,null,null,null
2021-03-15,1.9214,null,null,null
2021-04-15,2.11769,null,null,2.11769
2021-10-15,null,null,null,null
2021-10-15,1.21773,null,1.21773,null
2021-11-15,1.5676,null,null,null
2021-12-15,1.71601,null,null,null
2022-01-15,1.88074,1.88074,null,null
2022-02-15,2.09914,null,null,null
2022-03-15,2.4315,null,null,null
2022-04-15,2.47826,null,null,2.47826
2022-10-15,null,null,null,null
2022-10-15,1.01132,null,1.01132,null
2022-11-15,1.32236,null,null,null
2022-12-15,1.5093,null,null,null
2023-01-15,1.7126,1.7126,null,null
2023-02-15,1.87056,null,null,null
2023-03-15,2.13741,null,null,null
2023-04-15,2.15387,null,null,2.15387
2023-10-15,null,null,null,null
2023-10-15,1.01843,null,1.01843,null
