Date,volume,January_volume,October_volume,April_volume
2010-11-15,0.0,null,null,null
2010-12-15,49.9533,null,null,null
2011-01-15,355.0161,355.0161,null,null
2011-02-15,732.361,null,null,null
2011-03-15,883.1712,null,null,null
2011-04-15,798.9572,null,null,798.9572
2011-10-15,null,null,null,null
2011-10-15,0.0,null,0.0,null
2011-11-15,0.0,null,null,null
2011-12-15,199.2753,null,null,null
2012-01-15,742.2298,742.2298,null,null
2012-02-15,1029.2799,null,null,null
2012-03-15,1195.4904,null,null,null
2012-04-15,759.3536,null,null,759.3536
2012-10-15,null,null,null,null
2012-10-15,0.0,null,0.0,null
2012-11-15,0.0,null,null,null
2012-12-15,38.9726,null,null,null
2013-01-15,685.9966,685.9966,null,null
2013-02-15,1048.6739,null,null,null
2013-03-15,1006.1496,null,null,null
2013-04-15,618.6514,null,null,618.6514
2013-10-15,null,null,null,null
2013-10-15,0.0,null,0.0,null
2013-11-15,0.0,null,null,null
2013-12-15,0.0,null,null,null
2014-01-15,171.314,171.314,null,null
2014-02-15,971.4874,null,null,null
2014-03-15,917.5304,null,null,null
2014-04-15,542.4174,null,null,542.4174
2014-10-15,null,null,null,null
2014-10-15,0.0,null,0.0,null
2014-11-15,0.0,null,null,null
2014-12-15,82.6942,null,null,null
2015-01-15,390.7866,390.7866,null,null
2015-02-15,583.5396,null,null,null
2015-03-15,718.5622,null,null,null
2015-04-15,438.9059,null,null,438.9059
2015-10-15,null,null,null,null
2015-10-15,0.0,null,0.0,null
2015-11-15,0.0,null,null,null
2015-12-15,254.8575,null,null,null
2016-01-15,280.0843,280.0843,null,null
2016-02-15,817.8843,null,null,null
2016-03-15,1185.7908,null,null,null
2016-04-15,604.0484,null,null,604.0484
2016-10-15,null,null,null,null
2016-10-15,0.0,null,0.0,null
2016-11-15,0.0,null,null,null
2016-12-15,190.9457,null,null,null
2017-01-15,359.7074,359.7074,null,null
2017-02-15,816.6444,null,null,null
2017-03-15,835.9324,null,null,null
2017-04-15,303.8938,null,null,303.8938
2017-10-15,null,null,null,null
2017-10-15,0.0,null,0.0,null
2017-11-15,0.0,null,null,null
2017-12-15,177.1495,null,null,null
2018-01-15,728.3739,728.3739,null,null
2018-02-15,883.692,null,null,null
2018-03-15,982.0637,null,null,null
2018-04-15,691.7115,null,null,691.7115
2018-10-15,null,null,null,null
2018-10-15,0.0,null,0.0,null
2018-11-15,0.0,null,null,null
2018-12-15,51.1244,null,null,null
2019-01-15,529.9963,529.9963,null,null
2019-02-15,917.5472,null,null,null
2019-03-15,1046.8617,null,null,null
2019-04-15,364.5968,null,null,364.5968
2019-10-15,null,null,null,null
2019-10-15,0.0,null,0.0,null
2019-11-15,0.0,null,null,null
2019-12-15,60.1789,null,null,null
2020-01-15,511.7458,511.7458,null,null
2020-02-15,881.6989,null,null,null
2020-03-15,1129.7383,null,null,null
2020-04-15,460.8009,null,null,460.8009
2020-10-15,null,null,null,null
2020-10-15,0.0,null,0.0,null
2020-11-15,0.0,null,null,null
2020-12-15,67.259,null,null,null
2021-01-15,573.4654,573.4654,null,null
2021-02-15,1079.3458,null,null,null
2021-03-15,1123.1315,null,null,null
2021-04-15,564.9071,null,null,564.9071
2021-10-15,null,null,null,null
2021-10-15,0.0,null,0.0,null
2021-11-15,0.0,null,null,null
2021-12-15,21.5123,null,null,null
2022-01-15,342.6775,342.6775,null,null
2022-02-15,563.1336,null,null,null
2022-03-15,607.6878,null,null,null
2022-04-15,412.4235,null,null,412.4235
2022-10-15,null,null,null,null
2022-10-15,0.0,null,0.0,null
2022-11-15,0.0,null,null,null
2022-12-15,157.4822,null,null,null
2023-01-15,603.4535,603.4535,null,null
2023-02-15,677.5281,null,null,null
2023-03-15,653.1745,null,null,null
2023-04-15,462.3782,null,null,462.3782
2023-10-15,null,null,null,null
2023-10-15,0.0,null,0.0,null
