Date,volume,January_volume,October_volume,April_volume
2010-11-15,2.1994,null,null,null
2010-12-15,195.2651,null,null,null
2011-01-15,426.6213,426.6213,null,null
2011-02-15,907.038,null,null,null
2011-03-15,786.5895,null,null,null
2011-04-15,647.6221,null,null,647.6221
2011-10-15,null,null,null,null
2011-10-15,0.0,null,0.0,null
2011-11-15,0.0,null,null,null
2011-12-15,223.8481,null,null,null
2012-01-15,655.8117,655.8117,null,null
2012-02-15,1095.038,null,null,null
2012-03-15,1583.866,null,null,null
2012-04-15,1296.8653,null,null,1296.8653
2012-10-15,null,null,null,null
2012-10-15,0.0,null,0.0,null
2012-11-15,0.0468,null,null,null
2012-12-15,483.0403,null,null,null
2013-01-15,570.4415,570.4415,null,null
2013-02-15,1073.0179,null,null,null
2013-03-15,1044.841,null,null,null
2013-04-15,942.8996,null,null,942.8996
2013-10-15,null,null,null,null
2013-10-15,0.0,null,0.0,null
2013-11-15,0.6485,null,null,null
2013-12-15,105.8252,null,null,null
2014-01-15,478.5615,478.5615,null,null
2014-02-15,505.1283,null,null,null
2014-03-15,965.8874,null,null,null
2014-04-15,549.3703,null,null,549.3703
2014-10-15,null,null,null,null
2014-10-15,0.0,null,0.0,null
2014-11-15,0.0,null,null,null
2014-12-15,71.3555,null,null,null
2015-01-15,217.3217,217.3217,null,null
2015-02-15,484.6874,null,null,null
2015-03-15,539.1982,null,null,null
2015-04-15,593.0075,null,null,593.0075
2015-10-15,null,null,null,null
2015-10-15,0.0,null,0.0,null
2015-11-15,0.984,null,null,null
2015-12-15,198.4246,null,null,null
2016-01-15,359.9026,359.9026,null,null
2016-02-15,552.9714,null,null,null
2016-03-15,761.7869,null,null,null
2016-04-15,610.9354,null,null,610.9354
2016-10-15,null,null,null,null
2016-10-15,0.0,null,0.0,null
2016-11-15,0.2991,null,null,null
2016-12-15,22.7191,null,null,null
2017-01-15,185.1299,185.1299,null,null
2017-02-15,600.9372,null,null,null
2017-03-15,552.905,null,null,null
2017-04-15,452.8792,null,null,452.8792
2017-10-15,null,null,null,null
2017-10-15,0.0,null,0.0,null
2017-11-15,1.4173,null,null,null
2017-12-15,5.7274,null,null,null
2018-01-15,214.6745,214.6745,null,null
2018-02-15,229.44,null,null,null
2018-03-15,455.345,null,null,null
2018-04-15,201.9894,null,null,201.9894
2018-10-15,null,null,null,null
2018-10-15,0.0,null,0.0,null
2018-11-15,1.4268,null,null,null
2018-12-15,48.374,null,null,null
2019-01-15,474.5077,474.5077,null,null
2019-02-15,377.7941,null,null,null
2019-03-15,368.9759,null,null,null
2019-04-15,178.0698,null,null,178.0698
2019-10-15,null,null,null,null
2019-10-15,0.0,null,0.0,null
2019-11-15,0.0,null,null,null
2019-12-15,56.5791,null,null,null
2020-01-15,301.6132,301.6132,null,null
2020-02-15,725.4002,null,null,null
2020-03-15,794.9377,null,null,null
2020-04-15,386.226,null,null,386.226
2020-10-15,null,null,null,null
2020-10-15,0.0,null,0.0,null
2020-11-15,0.0,null,null,null
2020-12-15,8.6555,null,null,null
2021-01-15,379.2438,379.2438,null,null
2021-02-15,713.8004,null,null,null
2021-03-15,672.6994,null,null,null
2021-04-15,579.7406,null,null,579.7406
2021-10-15,null,null,null,null
2021-10-15,0.0,null,0.0,null
2021-11-15,12.3197,null,null,null
2021-12-15,376.6851,null,null,null
2022-01-15,630.9589,630.9589,null,null
2022-02-15,868.1996,null,null,null
2022-03-15,583.4739,null,null,null
2022-04-15,840.6723,null,null,840.6723
2022-10-15,null,null,null,null
2022-10-15,0.0,null,0.0,null
2022-11-15,1.3606,null,null,null
2022-12-15,77.7813,null,null,null
2023-01-15,633.939,633.939,null,null
2023-02-15,789.88,null,null,null
2023-03-15,773.2155,null,null,null
2023-04-15,728.0281,null,null,728.0281
2023-10-15,null,null,null,null
2023-10-15,0.0,null,0.0,null
